housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
0.8256656344441227,-0.5150890456152781,-0.6089958069721004,-0.7266554907906285,-0.6215582199896067,0.40872378745108134,0.11196939612914115,0.0
1.2232228703822154,-0.3945783164767534,-0.4856279656811152,-0.6089796737004805,-0.4966358166206546,0.10335893124065204,-0.48278520233619165,0.0
-0.6055404149330116,0.5767836361266006,0.1098591143965249,0.13986643505500698,0.22427055282100664,2.008901785709612,1.137528645095756,1.0
-0.04896028461968163,-0.8097718851691046,-0.8248895292313245,-1.0294032747589184,-0.8792106769380705,-1.631203076939973,-1.0845163943319096,0.0
1.859314447883164,-0.38184510736023003,-0.4856279656811152,-0.5266066017373768,-0.48622561633990863,-0.6153474529080033,-0.5621439537443226,0.0
-1.0030976508711045,-0.6733446446349256,-0.8035374028540386,-1.0080076716516186,-0.7386729731479994,1.8239970701915562,0.7564322234984681,0.0
0.9051770816317413,-0.54965061321727,-0.6089958069721004,-0.7373532923442783,-0.6371735204107257,0.6496440688358296,0.8654414974107357,0.0
0.7461541872565041,-0.1453712237676532,-0.20330540580366832,-0.2591615628961313,-0.19213745840883378,0.15467985920613628,0.2541174893107383,0.0
-1.0030976508711045,0.000605923603918226,-0.45478600535836894,-0.3661395784326295,-0.43157206486599203,2.2712680265976086,1.3921743089548135,0.0
1.2232228703822154,-0.5628385798022407,-0.35751520741739984,0.02326039812022395,-0.33007261212871847,-1.0864116877679073,-0.5438303957270616,0.0
-0.28749462618253735,1.0365434367267834,1.675681715397491,0.794571890138376,1.655673091423583,-0.697663660653058,-0.6284215922829813,0.0
1.1437114231945968,1.512674506191068,1.915300022520366,3.1769722961361913,1.902915348091301,-0.8893969403910529,-0.8141733950294856,0.0
-1.8777235699349089,-0.17356618681138353,-0.6350928503221165,-0.5576302262429613,-0.6293658702001662,3.4546368666499743,2.225877235835837,0.0
0.4281083985060298,0.10292635400455241,-0.20330540580366832,-0.16502090922401288,-0.08803545560137369,1.1808316777259842,0.7939314137242881,0.0
1.6207801063203084,-0.4455111529428468,-0.6422102257812118,-0.8389824071039516,-0.5981352693579283,1.0268688938295305,1.499439434484485,0.0
-0.20798317899491878,1.238000995248921,2.3043832142842424,0.46187026181986657,2.3245284594615145,-1.1156998264924927,-1.2632916035480286,0.0
-0.8440747564958674,-0.2913483711392247,-0.3124384961764629,-0.13613684502915838,-0.25980376023368285,-0.6138003563269233,-1.0025414203498841,3.0
1.4617572119450712,-0.824324124159417,-0.7442259406949111,-0.9245648195331502,-0.8688004766573245,-0.6582393719144998,-0.9414962269590142,0.0
1.859314447883164,-1.1726683449900206,-1.1499163418633433,-1.4508966559727212,-1.2305549364132484,0.12715220969450447,2.5625065944188328,0.0
-1.082609098058723,0.7705103176851346,0.3850642988148765,0.6940125555340677,0.33097510569865324,0.049637336166595145,-0.11040952265188503,0.0
-1.639189228372053,-0.3495573271004743,-0.34328045649920924,-0.14897420689353816,-0.2884318110057344,-0.364824503088965,-0.9615539333588715,0.0
-0.04896028461968163,0.4781012654735444,0.2284820387147799,0.5132197092773857,0.31275725520734776,0.9956068732601193,0.5794011626649452,0.0
-1.3211434396215789,0.6991133951389144,0.3162630027102886,0.5185686100542106,0.38302610710238333,0.36924615055455495,-0.2429647997292026,0.0
0.587131292881267,0.12429995502157377,0.6697593171786885,1.7734207322973345,0.7343703665775612,-1.0434664206034427,-0.9432403753416105,0.0
0.587131292881267,-0.6510615286810097,-0.5212148429765917,-0.7694466970052277,-0.5460842679541982,-0.9819559944660169,-0.939752078576418,0.0
-1.0030976508711045,-1.0539766457252848,-1.1333091324587876,-1.3353603991933032,-1.1342605838163478,0.40872378745108134,1.9808243880810592,0.0
0.5076198456936484,-0.5428292511905611,-0.6422102257812118,-0.573676928573436,-0.6189556699194202,-0.14903120410727622,-0.1679664192775624,0.0
-1.4801663339968159,-0.05214594273596429,-0.0087638099217301,-0.06660113493043454,-0.01776660370633811,-0.31739799065516483,-1.044400981532195,0.0
0.34859695131841123,-0.29680546076059183,-0.5876436805948145,-0.5940027515253707,-0.5825199689368092,0.7661030976805828,-0.2865685092941097,1.0
-1.082609098058723,1.7282295462350705,1.8061669321475715,1.505975693456089,1.835249046266452,0.17575238160360668,-0.1888961998687178,0.0
-1.9572350171225275,-0.46870378383365724,-0.09179985694450861,-0.6228868157202252,-0.19213745840883378,-0.2581281871524068,2.5625065944188328,0.0
0.7461541872565041,0.000605923603918226,-0.24838211704460522,-0.12115992285404863,-0.17391960791752828,0.8507666243762415,1.1907251707649427,0.0
0.6666427400688855,0.6222593829713269,0.183405327473843,0.21903016655201565,0.2763215542247367,1.3911834645949082,1.2386892512863406,1.0
-1.082609098058723,0.13794267907499166,0.8856530394379126,-0.4859549558335075,0.5495893115943195,0.26681768725545907,-0.12174648713876088,0.0
0.7461541872565041,-0.47370611598657714,-0.528332218435687,-0.23134727885664177,-0.44978991535729757,-0.2447911476603371,-0.441797715345179,4.0
1.859314447883164,0.358045293803467,0.36371217243759063,0.9368526508019186,0.48192300976947045,0.024510353763535515,-0.3615668897457499,1.0
1.0641999760069785,-0.3977616187558842,-0.3290457055810186,0.13772687474427703,-0.35089301269021045,-0.5305772298964079,-0.6415027051524534,0.0
-0.04896028461968163,-0.16583530984778005,-0.5140974675174964,-0.5661884674858811,-0.48882816641009513,2.073933190272944,2.3409910290871916,0.0
-0.20798317899491878,-0.17083764200069995,-0.2222850736945891,-0.38325606091846925,-0.27281651058461537,-0.03507953868703214,-0.019713806756878276,0.0
-0.9235862036834859,0.9869748726660318,0.7148360284196255,1.7776998529187946,0.9191514215608029,1.0152389953924459,0.7948034879155863,0.0
-1.5596777811844345,-0.30362682278730074,-0.31006603769009783,-0.633584617273875,-0.3925338138131945,-1.2322122034952143,-1.2545708616350473,0.0
-1.5596777811844345,4.82876596610851,2.8524211246345805,3.7572993201487943,2.933525175885156,1.3097741755353145,0.1983047410676572,4.0
0.11006260975555551,-0.3968521038189897,-0.3314181640673837,0.009353256100479185,-0.35870066290076996,-1.2856137096214613,-0.9859720107152196,0.0
-0.04896028461968163,-0.4605181494016065,-0.5876436805948145,-0.6870736250421241,-0.5721097686560632,0.453162803038658,0.5401578240565288,0.0
-0.8440747564958674,-0.11717626072392291,-0.21042278126276362,0.257542252145155,-0.16611195770696877,-0.8268195510942614,-1.2999187195825506,1.0
-1.639189228372053,5.7628378062991885,5.8346014419955115,3.7572993201487943,6.207533164179777,0.029578428770522056,-0.6667928567000996,3.0
-0.3670060733701559,-0.38502840963936086,-0.19618803034457302,-0.27841760569270096,-0.2962394612162939,-0.7051857509265853,-0.8569050304030945,0.0
1.859314447883164,-0.05760303235733145,-0.2341473661264146,-0.2613011232068613,-0.24158590974237734,0.6748243993968573,1.124447532226284,4.0
1.0641999760069785,-0.9725750588732247,-0.9885891647905164,-0.9085181172026754,-0.9911203299560901,-0.05577862397872427,-0.693827156630342,1.0
0.7461541872565041,-0.5232746800473288,-0.6350928503221165,-0.697771426595774,-0.5330715176032657,0.4208338193098809,-0.4862734991013842,1.0
-0.5260289677453931,-0.5273674972633542,-0.8106547783131339,-0.9384719615528949,-0.8141469251834079,3.4537832961224817,2.5625065944188328,4.0
0.11006260975555551,-0.1776590040274089,-0.2151676982354938,0.47042850306278644,-0.1791247080579013,0.49765516678420235,-0.3633110381283462,1.0
